customer_id,custom_segment
CUST-02493,At Risk
CUST-02494,Loyal
CUST-02495,Dormant
CUST-02496,Loyal
CUST-02497,New Joiner
CUST-02498,Loyal
CUST-02499,At Risk
CUST-02500,At Risk
CUST-02501,Loyal
CUST-02502,At Risk
CUST-02503,New Joiner
CUST-02504,Loyal
CUST-02505,At Risk
CUST-02506,VIP
CUST-02507,At Risk
CUST-02508,Loyal
CUST-02509,Dormant
CUST-02510,Loyal
CUST-02511,Loyal
CUST-02512,At Risk
CUST-02513,Loyal
CUST-02514,Loyal
CUST-02515,Dormant
CUST-02516,At Risk
CUST-02517,New Joiner
CUST-02518,At Risk
CUST-02519,Loyal
CUST-02520,At Risk
CUST-02521,Dormant
CUST-02522,New Joiner
CUST-02523,Loyal
CUST-02524,Dormant
CUST-02525,Loyal
CUST-02526,At Risk
CUST-02527,Dormant
CUST-02528,At Risk
CUST-02529,Loyal
CUST-02530,New Joiner
CUST-02531,Loyal
CUST-02532,Dormant
CUST-02533,At Risk
CUST-02534,At Risk
CUST-02535,Loyal
CUST-02536,VIP
CUST-02537,At Risk
CUST-02538,At Risk
CUST-02539,Loyal
CUST-02540,Loyal
CUST-02541,Dormant
CUST-02542,New Joiner
CUST-02543,Dormant
CUST-02544,Loyal
CUST-02545,Dormant
CUST-02546,VIP
CUST-02547,Loyal
CUST-02548,Loyal
CUST-02549,Loyal
CUST-02550,Loyal
CUST-02551,New Joiner
CUST-02552,Loyal
CUST-02553,Dormant
CUST-02554,Dormant
CUST-02555,New Joiner
CUST-02556,At Risk
CUST-02557,VIP
CUST-02558,Dormant
CUST-02559,Loyal
CUST-02560,Dormant
CUST-02561,Loyal
CUST-02562,Dormant
CUST-02563,VIP
CUST-02564,Loyal
CUST-02565,VIP
CUST-02566,Loyal
CUST-02567,VIP
CUST-02568,New Joiner
CUST-02569,Loyal
CUST-02570,New Joiner
CUST-02571,VIP
CUST-02572,Loyal
CUST-02573,Loyal
CUST-02574,VIP
CUST-02575,New Joiner
CUST-02576,Loyal
CUST-02577,Dormant
CUST-02578,VIP
CUST-02579,Dormant
CUST-02580,Loyal
CUST-02581,Loyal
CUST-02582,New Joiner
CUST-02583,Loyal
CUST-02584,Dormant
CUST-02585,Dormant
CUST-02586,VIP
CUST-02587,Dormant
CUST-02588,At Risk
CUST-02589,Dormant
CUST-02590,Dormant
CUST-02591,VIP
CUST-02592,New Joiner
CUST-02593,Loyal
CUST-02594,Loyal
CUST-02595,VIP
CUST-02596,VIP
CUST-02597,New Joiner
CUST-02598,At Risk
CUST-02599,Loyal
CUST-02600,New Joiner
CUST-02601,VIP
CUST-02602,At Risk
CUST-02603,VIP
CUST-02604,New Joiner
CUST-02605,Loyal
CUST-02606,At Risk
CUST-02607,Dormant
CUST-02608,Dormant
CUST-02609,Loyal
CUST-02610,At Risk
CUST-02611,At Risk
CUST-02612,VIP
CUST-02613,VIP
CUST-02614,VIP
CUST-02615,At Risk
CUST-02616,At Risk
CUST-02617,Dormant
CUST-02618,Loyal
CUST-02619,Loyal
CUST-02620,Dormant
CUST-02621,Loyal
CUST-02622,At Risk
CUST-02623,New Joiner
CUST-02624,Loyal
CUST-02625,New Joiner
CUST-02626,At Risk
CUST-02627,Dormant
CUST-02628,Dormant
CUST-02629,VIP
CUST-02630,At Risk
CUST-02631,At Risk
CUST-02632,At Risk
CUST-02633,New Joiner
CUST-02634,VIP
CUST-02635,Loyal
CUST-02636,New Joiner
CUST-02637,New Joiner
CUST-02638,At Risk
CUST-02639,New Joiner
CUST-02640,At Risk
CUST-02641,Loyal
CUST-02642,VIP
CUST-02643,Loyal
CUST-02644,Loyal
CUST-02645,Loyal
CUST-02646,Dormant
CUST-02647,New Joiner
CUST-02648,Loyal
CUST-02649,Dormant
CUST-02650,At Risk
CUST-02651,Loyal
CUST-02652,At Risk
CUST-02653,Loyal
CUST-02654,Loyal
CUST-02655,At Risk
CUST-02656,At Risk
CUST-02657,Dormant
CUST-02658,New Joiner
CUST-02659,Dormant
CUST-02660,Dormant
CUST-02661,At Risk
CUST-02662,VIP
CUST-02663,Dormant
CUST-02664,Dormant
CUST-02665,VIP
CUST-02666,Loyal
CUST-02667,Loyal
CUST-02668,Dormant
CUST-02669,Dormant
CUST-02670,Dormant
CUST-02671,Dormant
CUST-02672,Loyal
CUST-02673,At Risk
CUST-02674,New Joiner
CUST-02675,Dormant
CUST-02676,Loyal
CUST-02677,At Risk
CUST-02678,Loyal
CUST-02679,Loyal
CUST-02680,New Joiner
CUST-02681,Dormant
CUST-02682,Dormant
CUST-02683,Dormant
CUST-02684,At Risk
CUST-02685,Loyal
CUST-02686,VIP
CUST-02687,Loyal
CUST-02688,Loyal
CUST-02689,At Risk
CUST-02690,New Joiner
CUST-02691,Dormant
CUST-02692,Dormant
CUST-02693,At Risk
CUST-02694,Dormant
CUST-02695,Loyal
CUST-02696,Loyal
CUST-02697,Loyal
CUST-02698,Loyal
CUST-02699,Loyal
CUST-02700,VIP
CUST-02701,At Risk
CUST-02702,New Joiner
CUST-02703,Loyal
CUST-02704,VIP
CUST-02705,New Joiner
CUST-02706,Dormant
CUST-02707,VIP
CUST-02708,New Joiner
CUST-02709,At Risk
CUST-02710,Loyal
CUST-02711,Dormant
CUST-02712,At Risk
CUST-02713,At Risk
CUST-02714,Loyal
CUST-02715,Dormant
CUST-02716,New Joiner
CUST-02717,VIP
CUST-02718,At Risk
CUST-02719,At Risk
CUST-02720,VIP
CUST-02721,VIP
CUST-02722,VIP
CUST-02723,Loyal
CUST-02724,Loyal
CUST-02725,Dormant
CUST-02726,Dormant
CUST-02727,Dormant
CUST-02728,At Risk
CUST-02729,At Risk
CUST-02730,New Joiner
CUST-02731,Dormant
CUST-02732,VIP
CUST-02733,Dormant
CUST-02734,Loyal
CUST-02735,Loyal
CUST-02736,Loyal
CUST-02737,At Risk
CUST-02738,Dormant
CUST-02739,Dormant
CUST-02740,Loyal
CUST-02741,Dormant
CUST-02742,At Risk
CUST-02743,Dormant
CUST-02744,Loyal
CUST-02745,New Joiner
CUST-02746,Loyal
CUST-02747,At Risk
CUST-02748,Loyal
CUST-02749,Dormant
CUST-02750,At Risk
CUST-02751,Loyal
CUST-02752,Dormant
CUST-02753,Dormant
CUST-02754,Loyal
CUST-02755,Dormant
CUST-02756,At Risk
CUST-02757,Loyal
CUST-02758,Dormant
CUST-02759,Loyal
CUST-02760,Dormant
CUST-02761,Loyal
CUST-02762,At Risk
CUST-02763,Loyal
CUST-02764,Dormant
CUST-02765,Loyal
CUST-02766,Dormant
CUST-02767,New Joiner
CUST-02768,At Risk
CUST-02769,VIP
CUST-02770,Dormant
CUST-02771,Loyal
CUST-02772,Loyal
CUST-02773,New Joiner
CUST-02774,Loyal
CUST-02775,VIP
CUST-02776,At Risk
CUST-02777,Loyal
CUST-02778,VIP
CUST-02779,At Risk
CUST-02780,New Joiner
CUST-02781,At Risk
CUST-02782,At Risk
CUST-02783,At Risk
CUST-02784,VIP
CUST-02785,At Risk
CUST-02786,Loyal
CUST-02787,Loyal
CUST-02788,At Risk
CUST-02789,Loyal
CUST-02790,New Joiner
CUST-02791,Dormant
CUST-02792,At Risk
CUST-02793,Dormant
CUST-02794,VIP
CUST-02795,Loyal
CUST-02796,At Risk
CUST-02797,Loyal
CUST-02798,Dormant
CUST-02799,Dormant
CUST-02800,Dormant
CUST-02801,New Joiner
CUST-02802,VIP
CUST-02803,Loyal
CUST-02804,Loyal
CUST-02805,Loyal
CUST-02806,VIP
CUST-02807,Loyal
CUST-02808,Dormant
CUST-02809,Loyal
CUST-02810,At Risk
CUST-02811,Loyal
CUST-02812,Loyal
CUST-02813,Loyal
CUST-02814,At Risk
CUST-02815,Loyal
CUST-02816,New Joiner
CUST-02817,Dormant
CUST-02818,VIP
CUST-02819,At Risk
CUST-02820,Loyal
CUST-02821,New Joiner
CUST-02822,VIP
CUST-02823,Loyal
CUST-02824,At Risk
CUST-02825,VIP
CUST-02826,New Joiner
CUST-02827,Loyal
CUST-02828,At Risk
CUST-02829,Dormant
CUST-02830,At Risk
CUST-02831,Loyal
CUST-02832,At Risk
CUST-02833,Loyal
CUST-02834,Dormant
CUST-02835,VIP
CUST-02836,At Risk
CUST-02837,Loyal
CUST-02838,At Risk
CUST-02839,Dormant
CUST-02840,Loyal
CUST-02841,VIP
CUST-02842,Loyal
CUST-02843,Loyal
CUST-02844,New Joiner
CUST-02845,Loyal
CUST-02846,At Risk
CUST-02847,Loyal
CUST-02848,Loyal
CUST-02849,Dormant
CUST-02850,At Risk
CUST-02851,At Risk
CUST-02852,Loyal
CUST-02853,Loyal
CUST-02854,New Joiner
CUST-02855,VIP
CUST-02856,New Joiner
CUST-02857,New Joiner
CUST-02858,New Joiner
CUST-02859,Loyal
CUST-02860,At Risk
CUST-02861,New Joiner
CUST-02862,At Risk
CUST-02863,Dormant
CUST-02864,Dormant
CUST-02865,Loyal
CUST-02866,Dormant
CUST-02867,Loyal
CUST-02868,At Risk
CUST-02869,At Risk
CUST-02870,New Joiner
CUST-02871,Loyal
CUST-02872,At Risk
CUST-02873,Loyal
CUST-02874,Loyal
CUST-02875,Loyal
CUST-02876,Loyal
CUST-02877,Dormant
CUST-02878,At Risk
CUST-02879,Loyal
CUST-02880,At Risk
CUST-02881,At Risk
CUST-02882,VIP
CUST-02883,Dormant
CUST-02884,Loyal
CUST-02885,Dormant
CUST-02886,Dormant
CUST-02887,Loyal
CUST-02888,At Risk
CUST-02889,New Joiner
CUST-02890,Loyal
CUST-02891,Dormant
CUST-02892,At Risk
CUST-02893,Loyal
CUST-02894,Loyal
CUST-02895,New Joiner
CUST-02896,At Risk
CUST-02897,At Risk
CUST-02898,At Risk
CUST-02899,At Risk
CUST-02900,At Risk
CUST-02901,Loyal
CUST-02902,At Risk
CUST-02903,Dormant
CUST-02904,VIP
CUST-02905,Loyal
CUST-02906,VIP
CUST-02907,Loyal
CUST-02908,Loyal
CUST-02909,At Risk
CUST-02910,Dormant
CUST-02911,Dormant
CUST-02912,Loyal
CUST-02913,New Joiner
CUST-02914,New Joiner
CUST-02915,VIP
CUST-02916,New Joiner
CUST-02917,Dormant
CUST-02918,At Risk
CUST-02919,Dormant
CUST-02920,Loyal
CUST-02921,At Risk
CUST-02922,New Joiner
CUST-02923,Dormant
CUST-02924,Loyal
CUST-02925,Dormant
CUST-02926,New Joiner
CUST-02927,Loyal
CUST-02928,Dormant
CUST-02929,At Risk
CUST-02930,New Joiner
CUST-02931,Dormant
CUST-02932,Loyal
CUST-02933,VIP
CUST-02934,At Risk
CUST-02935,Loyal
CUST-02936,Dormant
CUST-02937,Loyal
CUST-02938,New Joiner
CUST-02939,Loyal
CUST-02940,Dormant
CUST-02941,New Joiner
CUST-02942,VIP
CUST-02943,Dormant
CUST-02944,Dormant
CUST-02945,At Risk
CUST-02946,At Risk
CUST-02947,Dormant
CUST-02948,New Joiner
CUST-02949,Loyal
CUST-02950,VIP
CUST-02951,New Joiner
CUST-02952,VIP
CUST-02953,At Risk
CUST-02954,Loyal
CUST-02955,Dormant
CUST-02956,New Joiner
CUST-02957,New Joiner
CUST-02958,New Joiner
CUST-02959,Loyal
CUST-02960,At Risk
CUST-02961,Dormant
CUST-02962,Loyal
CUST-02963,Dormant
CUST-02964,Dormant
CUST-02965,VIP
CUST-02966,At Risk
CUST-02967,Loyal
CUST-02968,VIP
CUST-02969,At Risk
CUST-02970,VIP
CUST-02971,Loyal
CUST-02972,VIP
CUST-02973,Loyal
CUST-02974,Dormant
CUST-02975,Dormant
CUST-02976,At Risk
CUST-02977,Dormant
CUST-02978,Dormant
CUST-02979,At Risk
CUST-02980,At Risk
CUST-02981,New Joiner
CUST-02982,At Risk
CUST-02983,New Joiner
CUST-02984,At Risk
CUST-02985,VIP
CUST-02986,New Joiner
CUST-02987,Dormant
CUST-02988,Dormant
CUST-02989,At Risk
CUST-02990,At Risk
CUST-02991,Loyal
CUST-02992,New Joiner
CUST-02993,At Risk
CUST-02994,New Joiner
CUST-02995,Loyal
CUST-02996,Loyal
CUST-02997,Loyal
CUST-02998,VIP
CUST-02999,Dormant
CUST-03000,VIP
CUST-03001,Loyal
CUST-03002,Dormant
CUST-03003,Loyal
CUST-03004,Loyal
CUST-03005,New Joiner
CUST-03006,At Risk
CUST-03007,New Joiner
CUST-03008,New Joiner
CUST-03009,Loyal
CUST-03010,At Risk
CUST-03011,Dormant
CUST-03012,Dormant
CUST-03013,VIP
CUST-03014,New Joiner
CUST-03015,Dormant
CUST-03016,Loyal
CUST-03017,New Joiner
CUST-03018,Loyal
CUST-03019,Dormant
CUST-03020,Loyal
CUST-03021,New Joiner
CUST-03022,Loyal
CUST-03023,At Risk
CUST-03024,VIP
CUST-03025,Dormant
CUST-03026,Dormant
CUST-03027,At Risk
CUST-03028,New Joiner
CUST-03029,Dormant
CUST-03030,At Risk
CUST-03031,Loyal
CUST-03032,Dormant
CUST-03033,Dormant
CUST-03034,At Risk
CUST-03035,VIP
CUST-03036,Dormant
CUST-03037,At Risk
CUST-03038,At Risk
CUST-03039,Dormant
CUST-03040,At Risk
CUST-03041,VIP
CUST-03042,Loyal
CUST-03043,At Risk
CUST-03044,VIP
CUST-03045,At Risk
CUST-03046,Loyal
CUST-03047,At Risk
CUST-03048,Dormant
CUST-03049,Dormant
CUST-03050,Dormant
CUST-03051,At Risk
CUST-03052,Dormant
CUST-03053,Loyal
CUST-03054,New Joiner
CUST-03055,Loyal
CUST-03056,VIP
CUST-03057,Loyal
CUST-03058,VIP
CUST-03059,Loyal
CUST-03060,Dormant
CUST-03061,VIP
CUST-03062,Dormant
CUST-03063,Dormant
CUST-03064,Dormant
CUST-03065,Loyal
CUST-03066,Loyal
CUST-03067,Dormant
CUST-03068,At Risk
CUST-03069,New Joiner
CUST-03070,Dormant
CUST-03071,Dormant
CUST-03072,Loyal
CUST-03073,At Risk
CUST-03074,Loyal
CUST-03075,Loyal
CUST-03076,At Risk
CUST-03077,New Joiner
CUST-03078,At Risk
CUST-03079,At Risk
CUST-03080,At Risk
CUST-03081,Loyal
CUST-03082,New Joiner
CUST-03083,Dormant
CUST-03084,Dormant
CUST-03085,Dormant
CUST-03086,Loyal
CUST-03087,At Risk
CUST-03088,Loyal
CUST-03089,Loyal
CUST-03090,Dormant
CUST-03091,At Risk
CUST-03092,Loyal
CUST-03093,Loyal
CUST-03094,Dormant
CUST-03095,Loyal
CUST-03096,Loyal
CUST-03097,Loyal
CUST-03098,New Joiner
CUST-03099,Dormant
CUST-03100,Loyal
CUST-03101,At Risk
CUST-03102,VIP
CUST-03103,Loyal
CUST-03104,Dormant
CUST-03105,Loyal
CUST-03106,Loyal
CUST-03107,At Risk
CUST-03108,Dormant
CUST-03109,At Risk
CUST-03110,Dormant
CUST-03111,Loyal
CUST-03112,Dormant
CUST-03113,At Risk
CUST-03114,Dormant
CUST-03115,New Joiner
CUST-03116,At Risk
CUST-03117,VIP
CUST-03118,VIP
CUST-03119,Dormant
CUST-03120,Dormant
CUST-03121,New Joiner
CUST-03122,At Risk
CUST-03123,Loyal
CUST-03124,New Joiner
CUST-03125,Loyal
CUST-03126,At Risk
CUST-03127,VIP
CUST-03128,At Risk
CUST-03129,Dormant
CUST-03130,VIP
CUST-03131,Loyal
CUST-03132,Dormant
CUST-03133,At Risk
CUST-03134,Loyal
CUST-03135,Dormant
CUST-03136,Loyal
CUST-03137,At Risk
CUST-03138,Dormant
CUST-03139,New Joiner
CUST-03140,At Risk
CUST-03141,Dormant
CUST-03142,New Joiner
CUST-03143,Dormant
CUST-03144,Loyal
CUST-03145,At Risk
CUST-03146,New Joiner
CUST-03147,Dormant
CUST-03148,Loyal
CUST-03149,Loyal
CUST-03150,Dormant
CUST-03151,VIP
CUST-03152,Loyal
CUST-03153,Dormant
CUST-03154,Loyal
CUST-03155,Dormant
CUST-03156,Dormant
CUST-03157,Dormant
CUST-03158,At Risk
CUST-03159,At Risk
CUST-03160,New Joiner
CUST-03161,Loyal
CUST-03162,Dormant
CUST-03163,Dormant
CUST-03164,Loyal
CUST-03165,At Risk
CUST-03166,At Risk
CUST-03167,Loyal
CUST-03168,Loyal
CUST-03169,Dormant
CUST-03170,At Risk
CUST-03171,VIP
CUST-03172,VIP
CUST-03173,Loyal
CUST-03174,Loyal
CUST-03175,Dormant
CUST-03176,VIP
CUST-03177,New Joiner
CUST-03178,Dormant
CUST-03179,Loyal
CUST-03180,New Joiner
CUST-03181,New Joiner
CUST-03182,New Joiner
CUST-03183,Loyal
CUST-03184,VIP
CUST-03185,VIP
CUST-03186,VIP
CUST-03187,Loyal
CUST-03188,At Risk
CUST-03189,At Risk
CUST-03190,Dormant
CUST-03191,At Risk
CUST-03192,Dormant
CUST-03193,At Risk
CUST-03194,VIP
CUST-03195,Loyal
CUST-03196,Loyal
CUST-03197,New Joiner
CUST-03198,At Risk
CUST-03199,Dormant
CUST-03200,Loyal
CUST-03201,Loyal
CUST-03202,At Risk
CUST-03203,At Risk
CUST-03204,Dormant
CUST-03205,Dormant
CUST-03206,Dormant
CUST-03207,Dormant
CUST-03208,At Risk
CUST-03209,Loyal
CUST-03210,New Joiner
CUST-03211,Loyal
CUST-03212,Dormant
CUST-03213,Loyal
CUST-03214,Dormant
CUST-03215,VIP
CUST-03216,New Joiner
CUST-03217,At Risk
CUST-03218,Dormant
CUST-03219,Loyal
CUST-03220,At Risk
CUST-03221,Loyal
CUST-03222,Dormant
CUST-03223,Dormant
CUST-03224,Dormant
CUST-03225,VIP
CUST-03226,VIP
CUST-03227,New Joiner
CUST-03228,Loyal
CUST-03229,Loyal
CUST-03230,New Joiner
CUST-03231,Loyal
CUST-03232,Loyal
CUST-03233,Loyal
CUST-03234,VIP
CUST-03235,Loyal
CUST-03236,Loyal
CUST-03237,Loyal
CUST-03238,At Risk
CUST-03239,Loyal
CUST-03240,VIP
CUST-03241,Loyal
CUST-03242,New Joiner
CUST-03243,Loyal
CUST-03244,New Joiner
CUST-03245,New Joiner
CUST-03246,At Risk
CUST-03247,New Joiner
CUST-03248,At Risk
CUST-03249,VIP
CUST-03250,At Risk
CUST-03251,New Joiner
CUST-03252,New Joiner
CUST-03253,Loyal
CUST-03254,Loyal
CUST-03255,Dormant
CUST-03256,Loyal
CUST-03257,At Risk
CUST-03258,At Risk
CUST-03259,New Joiner
CUST-03260,Dormant
CUST-03261,Loyal
CUST-03262,At Risk
CUST-03263,Loyal
CUST-03264,At Risk
CUST-03265,Loyal
CUST-03266,VIP
CUST-03267,New Joiner
CUST-03268,Loyal
CUST-03269,At Risk
CUST-03270,Dormant
CUST-03271,At Risk
CUST-03272,Dormant
CUST-03273,Dormant
CUST-03274,Loyal
CUST-03275,Loyal
CUST-03276,At Risk
CUST-03277,Dormant
CUST-03278,Loyal
CUST-03279,Loyal
CUST-03280,At Risk
CUST-03281,Loyal
CUST-03282,Loyal
CUST-03283,Loyal
CUST-03284,Dormant
CUST-03285,Loyal
CUST-03286,New Joiner
CUST-03287,VIP
CUST-03288,Dormant
CUST-03289,Loyal
CUST-03290,Dormant
CUST-03291,New Joiner
CUST-03292,New Joiner
CUST-03293,Dormant
CUST-03294,Loyal
CUST-03295,Dormant
CUST-03296,New Joiner
CUST-03297,At Risk
CUST-03298,New Joiner
CUST-03299,Loyal
CUST-03300,New Joiner
CUST-03301,Dormant
CUST-03302,At Risk
CUST-03303,VIP
CUST-03304,Loyal
CUST-03305,Dormant
CUST-03306,New Joiner
CUST-03307,Dormant
CUST-03308,Dormant
CUST-03309,Dormant
CUST-03310,Loyal
CUST-03311,At Risk
CUST-03312,Loyal
CUST-03313,Loyal
CUST-03314,Loyal
CUST-03315,Loyal
CUST-03316,Loyal
CUST-03317,Loyal
CUST-03318,At Risk
CUST-03319,Loyal
CUST-03320,Dormant
CUST-03321,Dormant
CUST-03322,Dormant
CUST-03323,Dormant
CUST-03324,At Risk
CUST-03325,Loyal
CUST-03326,Dormant
CUST-03327,Loyal
CUST-03328,Loyal
CUST-03329,At Risk
CUST-03330,New Joiner
CUST-03331,VIP
CUST-03332,Loyal
CUST-03333,Dormant
CUST-03334,New Joiner
CUST-03335,At Risk
CUST-03336,Dormant
CUST-03337,Loyal
CUST-03338,VIP
CUST-03339,Dormant
CUST-03340,At Risk
CUST-03341,New Joiner
CUST-03342,Loyal
CUST-03343,Dormant
CUST-03344,Dormant
CUST-03345,Loyal
CUST-03346,At Risk
CUST-03347,Loyal
CUST-03348,At Risk
CUST-03349,VIP
CUST-03350,New Joiner
CUST-03351,Loyal
CUST-03352,VIP
CUST-03353,Loyal
CUST-03354,At Risk
CUST-03355,New Joiner
CUST-03356,Loyal
CUST-03357,New Joiner
CUST-03358,At Risk
CUST-03359,VIP
CUST-03360,VIP
CUST-03361,At Risk
CUST-03362,At Risk
CUST-03363,At Risk
CUST-03364,Loyal
CUST-03365,Loyal
CUST-03366,At Risk
CUST-03367,Loyal
CUST-03368,New Joiner
CUST-03369,New Joiner
CUST-03370,At Risk
CUST-03371,VIP
CUST-03372,Loyal
CUST-03373,New Joiner
CUST-03374,Dormant
CUST-03375,Loyal
CUST-03376,Dormant
CUST-03377,Dormant
CUST-03378,Dormant
CUST-03379,Loyal
CUST-03380,New Joiner
CUST-03381,At Risk
CUST-03382,New Joiner
CUST-03383,Loyal
CUST-03384,Dormant
CUST-03385,Loyal
CUST-03386,Dormant
CUST-03387,Dormant
CUST-03388,At Risk
CUST-03389,Dormant
CUST-03390,At Risk
CUST-03391,Loyal
CUST-03392,New Joiner
CUST-03393,Dormant
CUST-03394,New Joiner
CUST-03395,VIP
CUST-03396,Loyal
CUST-03397,New Joiner
CUST-03398,New Joiner
CUST-03399,New Joiner
CUST-03400,Dormant
CUST-03401,Loyal
CUST-03402,New Joiner
CUST-03403,Dormant
CUST-03404,At Risk
CUST-03405,At Risk
CUST-03406,Loyal
CUST-03407,Loyal
CUST-03408,Loyal
CUST-03409,Loyal
CUST-03410,Dormant
CUST-03411,Loyal
CUST-03412,Dormant
CUST-03413,Loyal
CUST-03414,At Risk
CUST-03415,New Joiner
CUST-03416,Dormant
CUST-03417,Loyal
CUST-03418,New Joiner
CUST-03419,VIP
CUST-03420,Loyal
CUST-03421,At Risk
CUST-03422,Dormant
CUST-03423,Dormant
CUST-03424,Loyal
CUST-03425,Loyal
CUST-03426,At Risk
CUST-03427,Loyal
CUST-03428,Dormant
CUST-03429,Dormant
CUST-03430,VIP
CUST-03431,VIP
CUST-03432,Loyal
CUST-03433,Loyal
CUST-03434,Loyal
CUST-03435,At Risk
CUST-03436,New Joiner
CUST-03437,New Joiner
CUST-03438,Dormant
CUST-03439,Loyal
CUST-03440,Loyal
CUST-03441,At Risk
CUST-03442,At Risk
CUST-03443,VIP
CUST-03444,Dormant
CUST-03445,Loyal
CUST-03446,Loyal
CUST-03447,Loyal
CUST-03448,At Risk
CUST-03449,VIP
CUST-03450,Loyal
CUST-03451,Dormant
CUST-03452,VIP
CUST-03453,New Joiner
CUST-03454,At Risk
CUST-03455,Loyal
CUST-03456,At Risk
CUST-03457,Dormant
CUST-03458,New Joiner
CUST-03459,VIP
CUST-03460,Loyal
CUST-03461,Dormant
CUST-03462,At Risk
CUST-03463,At Risk
CUST-03464,Loyal
CUST-03465,Dormant
CUST-03466,Dormant
CUST-03467,At Risk
CUST-03468,VIP
CUST-03469,Dormant
CUST-03470,Dormant
CUST-03471,VIP
CUST-03472,Loyal
CUST-03473,Loyal
CUST-03474,Dormant
CUST-03475,New Joiner
CUST-03476,VIP
CUST-03477,New Joiner
CUST-03478,Dormant
CUST-03479,Dormant
CUST-03480,Dormant
CUST-03481,VIP
CUST-03482,Dormant
CUST-03483,Dormant
CUST-03484,New Joiner
CUST-03485,VIP
CUST-03486,VIP
CUST-03487,New Joiner
CUST-03488,New Joiner
CUST-03489,Dormant
CUST-03490,VIP
CUST-03491,Dormant
CUST-03492,Dormant
CUST-03493,Dormant
CUST-03494,Loyal
CUST-03495,Loyal
CUST-03496,Loyal
CUST-03497,Loyal
CUST-03498,New Joiner
CUST-03499,Loyal
CUST-03500,Loyal
CUST-03501,Dormant
CUST-03502,Loyal
CUST-03503,New Joiner
CUST-03504,Loyal
CUST-03505,Loyal
CUST-03506,New Joiner
CUST-03507,Dormant
CUST-03508,Dormant
CUST-03509,Dormant
CUST-03510,Loyal
CUST-03511,New Joiner
CUST-03512,Loyal
CUST-03513,Dormant
CUST-03514,VIP
CUST-03515,VIP
CUST-03516,Dormant
CUST-03517,New Joiner
CUST-03518,Dormant
CUST-03519,Loyal
CUST-03520,Dormant
CUST-03521,Loyal
CUST-03522,Dormant
CUST-03523,Loyal
CUST-03524,Dormant
CUST-03525,Loyal
CUST-03526,VIP
CUST-03527,Loyal
CUST-03528,Loyal
CUST-03529,At Risk
CUST-03530,At Risk
CUST-03531,Dormant
CUST-03532,Dormant
CUST-03533,New Joiner
CUST-03534,New Joiner
CUST-03535,Loyal
CUST-03536,New Joiner
CUST-03537,Loyal
CUST-03538,New Joiner
CUST-03539,Loyal
CUST-03540,Loyal
CUST-03541,Loyal
CUST-03542,Dormant
CUST-03543,Dormant
CUST-03544,At Risk
CUST-03545,Loyal
CUST-03546,At Risk
CUST-03547,Loyal
CUST-03548,Dormant
CUST-03549,Loyal
CUST-03550,At Risk
CUST-03551,At Risk
CUST-03552,Loyal
CUST-03553,At Risk
CUST-03554,Loyal
CUST-03555,Dormant
CUST-03556,Dormant
CUST-03557,Loyal
CUST-03558,Dormant
CUST-03559,Loyal
CUST-03560,Loyal
CUST-03561,Loyal
CUST-03562,New Joiner
CUST-03563,Loyal
CUST-03564,Loyal
CUST-03565,At Risk
CUST-03566,New Joiner
CUST-03567,At Risk
CUST-03568,Loyal
CUST-03569,Dormant
CUST-03570,Loyal
CUST-03571,Dormant
CUST-03572,VIP
CUST-03573,At Risk
CUST-03574,Dormant
CUST-03575,New Joiner
CUST-03576,At Risk
CUST-03577,VIP
CUST-03578,At Risk
CUST-03579,At Risk
CUST-03580,At Risk
CUST-03581,Dormant
CUST-03582,At Risk
CUST-03583,Dormant
CUST-03584,VIP
CUST-03585,VIP
CUST-03586,At Risk
CUST-03587,At Risk
CUST-03588,Loyal
CUST-03589,New Joiner
CUST-03590,Loyal
CUST-03591,At Risk
CUST-03592,Loyal
CUST-03593,At Risk
CUST-03594,Loyal
CUST-03595,VIP
CUST-03596,At Risk
CUST-03597,At Risk
CUST-03598,At Risk
CUST-03599,VIP
CUST-03600,New Joiner
CUST-03601,VIP
CUST-03602,Dormant
CUST-03603,Dormant
CUST-03604,Dormant
CUST-03605,At Risk
CUST-03606,At Risk
CUST-03607,Dormant
CUST-03608,At Risk
CUST-03609,New Joiner
CUST-03610,Loyal
CUST-03611,Dormant
CUST-03612,New Joiner
CUST-03613,At Risk
CUST-03614,At Risk
CUST-03615,Loyal
CUST-03616,Dormant
CUST-03617,New Joiner
CUST-03618,Loyal
CUST-03619,Loyal
CUST-03620,Dormant
CUST-03621,Loyal
CUST-03622,Loyal
CUST-03623,At Risk
CUST-03624,At Risk
CUST-03625,Dormant
CUST-03626,At Risk
CUST-03627,At Risk
CUST-03628,Loyal
CUST-03629,Dormant
CUST-03630,VIP
CUST-03631,Loyal
CUST-03632,At Risk
CUST-03633,At Risk
CUST-03634,Dormant
CUST-03635,At Risk
CUST-03636,Dormant
CUST-03637,At Risk
CUST-03638,Loyal
CUST-03639,At Risk
CUST-03640,At Risk
CUST-03641,New Joiner
CUST-03642,VIP
CUST-03643,At Risk
CUST-03644,Loyal
CUST-03645,At Risk
CUST-03646,Dormant
CUST-03647,Dormant
CUST-03648,Dormant
CUST-03649,Dormant
CUST-03650,Loyal
CUST-03651,Dormant
CUST-03652,VIP
CUST-03653,Loyal
CUST-03654,Loyal
CUST-03655,At Risk
